Date,'',PS4 player count,
2017-08-28,,700,
2017-08-29,,10600,
2017-08-30,,17700,
2017-08-31,,25000,
2017-09-01,,31500,
2017-09-02,,38300,
2017-09-03,,46000,
2017-09-04,,52700,
2017-09-05,,57600,
2017-09-06,,60800,
2017-09-07,,63100,
2017-09-08,,65000,
2017-09-09,,68200,
2017-09-10,,70800,
2017-09-11,,72600,
2017-09-12,,74700,
2017-09-13,,75900,
2017-09-14,,76900,
2017-09-15,,77900,
2017-09-16,,79300,
2017-09-17,,81100,
2017-09-18,,82000,
2017-09-19,,82800,
2017-09-20,,83500,
2017-09-21,,84300,
2017-09-22,,85300,
2017-09-23,,86500,
2017-09-24,,88400,
2017-09-25,,89100,
2017-09-26,,89900,
2017-09-27,,90900,
2017-09-28,,91300,
2017-09-29,,91900,
2017-09-30,,93000,
2017-10-01,,94200,
2017-10-02,,95000,
2017-10-03,,95400,
2017-10-04,,95800,
2017-10-05,,96100,
2017-10-06,,96400,
2017-10-07,,96800,
2017-10-08,,97400,
2017-10-09,,97800,
2017-10-10,,98100,
2017-10-11,,98500,
2017-10-12,,98900,
2017-10-13,,99400,
2017-10-14,,99700,
2017-10-15,,100500,
2017-10-16,,100800,
2017-10-17,,101100,
2017-10-18,,101300,
2017-10-19,,101600,
2017-10-20,,102000,
2017-10-21,,102300,
2017-10-22,,102800,
2017-10-23,,102900,
2017-10-24,,103300,
2017-10-25,,103700,
2017-10-26,,103900,
2017-10-27,,104200,
2017-10-28,,104400,
2017-10-29,,104800,
2017-10-30,,104900,
2017-10-31,,105100,
2017-11-01,,105500,
2017-11-02,,105900,
2017-11-03,,106200,
2017-11-04,,106600,
2017-11-05,,107000,
2017-11-06,,107400,
2017-11-07,,107700,
2017-11-08,,108000,
2017-11-09,,108200,
2017-11-10,,108300,
2017-11-11,,108800,
2017-11-12,,109300,
2017-11-13,,109500,
2017-11-14,,109700,
2017-11-15,,109800,
2017-11-16,,109900,
2017-11-17,,110000,
2017-11-18,,110200,
2017-11-19,,110300,
2017-11-20,,110500,
2017-11-21,,110600,
2017-11-22,,110700,
2017-11-23,,110800,
2017-11-24,,111300,
2017-11-25,,111600,
2017-11-26,,111700,
2017-11-27,,111900,
2017-11-28,,112100,
2017-11-29,,112300,
2017-11-30,,112600,
2017-12-01,,112800,
2017-12-02,,113300,
2017-12-03,,113500,
2017-12-04,,113700,
2017-12-05,,113900,
2017-12-06,,113900,
2017-12-07,,113900,
2017-12-08,,114300,
2017-12-09,,114900,
2017-12-10,,115300,
2017-12-11,,115700,
2017-12-12,,116300,
2017-12-13,,116400,
2017-12-14,,116500,
2017-12-15,,116700,
2017-12-16,,117000,
2017-12-17,,117100,
2017-12-18,,117400,
2017-12-19,,117600,
2017-12-20,,117700,
2017-12-21,,117800,
2017-12-22,,118100,
2017-12-23,,118400,
2017-12-24,,118800,
2017-12-25,,119400,
2017-12-26,,120100,
2017-12-27,,120800,
2017-12-28,,121200,
2017-12-29,,121600,
2017-12-30,,122100,
2017-12-31,,122400,
2018-01-01,,122600,
2018-01-02,,122700,
2018-01-03,,122900,
2018-01-04,,123100,
2018-01-05,,123400,
2018-01-06,,123700,
2018-01-07,,124000,
